# Program:featureCounts v2.0.7; Command:"featureCounts" "-a" "gtf_test.gtf" "-o" "SRR23584814_small_counts.txt" "SRR23584814_small_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR23584814_small_Aligned.sortedByCoord.out.bam
ENSG00000085999.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46713360;46713367;46713372;46713404;46713441;46714016;46714071;46714184;46714184;46714184;46714184;46714184;46714184;46714184;46715672;46715672;46715672;46715672;46715672;46715672;46715672;46724358;46724358;46724358;46724358;46724358;46724358;46724358;46725636;46725636;46725636;46725636;46725636;46725636;46725636;46726214;46726214;46726214;46726214;46726214;46726214;46726399;46726399;46726399;46726399;46726399;46726399;46726520;46726531;46726933;46726933;46726933;46726933;46726936;46727010;46733131;46733131;46733131;46733131;46733131;46733181;46736331;46736331;46736331;46738138;46738138;46738138;46738138;46738138;46738177;46738344;46738344;46738344;46738344;46738344;46738344;46739027;46739027;46739027;46739027;46739296;46739296;46739296;46739296;46739810;46739810;46739810;46739810;46740210;46740210;46740210;46740210;46743489;46743489;46743489;46743489;46743744;46743744;46743744;46743744	46713418;46713418;46713418;46714080;46713473;46714080;46714080;46714270;46714270;46714270;46714270;46714270;46714270;46714270;46715791;46715791;46715791;46715791;46715791;46715791;46715791;46724418;46724418;46724418;46724418;46724418;46724418;46724418;46725763;46725771;46725771;46725771;46725771;46725771;46725771;46726283;46726283;46726283;46726283;46726283;46726283;46726687;46726529;46726687;46726687;46726687;46726687;46726746;46726687;46727057;46727057;46727057;46727030;46727057;46727057;46733281;46733281;46733280;46733281;46733281;46733256;46736457;46736457;46736457;46738212;46738212;46738212;46738212;46738212;46738212;46738474;46738474;46738474;46738472;46738474;46738474;46739137;46739137;46739137;46739137;46739419;46739353;46739419;46739419;46739888;46739888;46739888;46739888;46740389;46740389;46740389;46740389;46743652;46743652;46743652;46743652;46743817;46744111;46744144;46744145	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3212	0
ENSG00000132128.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46726868;46733167;46744072;46744076;46744854;46744854;46744854;46745164;46745164;46745864;46745864;46745864;46746068;46746068;46746068;46746797;46746797;46746797;46749839;46750677;46751034;46751034;46762414;46763235;46763235;46763235;46763956;46763956;46763956;46763956;46768796;46768796	46727076;46733349;46744756;46744756;46745286;46744929;46744929;46745286;46745286;46745962;46745962;46745962;46746232;46746232;46746232;46747057;46747057;46746833;46750102;46752171;46752171;46752171;46763305;46763305;46763305;46763305;46766452;46764042;46765562;46764042;46768946;46769280	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7668	0
ENSG00000173660.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46769303;46769370;46769379;46769381;46774773;46774773;46774773;46774773;46775569;46775593;46775827;46775827;46775827;46782224;46782224;46782224;46782224	46769492;46769492;46769492;46769492;46775345;46774799;46774799;46774815;46775716;46775988;46775988;46775988;46775988;46782448;46782448;46782448;46782448	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1408	0
ENSG00000117481.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46805849;46806461;46806474;46806479;46806492;46806501;46806859;46806876;46806995;46806995;46806995;46807508;46809065;46809684;46810454;46810473;46810473;46810473;46810473;46810473;46810473;46810473;46810473;46810473;46812593;46812593;46812593;46812593;46812593;46812593;46812593;46812593;46818540;46818540;46818540;46818540;46818540;46818540;46818540;46818540;46818540;46826376;46826376;46826376;46826376;46826376;46826376;46826376;46826376;46827242;46827242;46827242;46827242;46827242;46827242;46827242	46806591;46806591;46806591;46806591;46806591;46806591;46807537;46807169;46807267;46807169;46807169;46809966;46809966;46809966;46810816;46810634;46811046;46810816;46810816;46810816;46810816;46810816;46810816;46810816;46812747;46812747;46812747;46812747;46812747;46812747;46812747;46812747;46818700;46818700;46818700;46818700;46818630;46818700;46818700;46818700;46818700;46826500;46826500;46826500;46826500;46826500;46826500;46826500;46826500;46827862;46827864;46827782;46827864;46827666;46827863;46830824	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8468	0
ENSG00000225779.1	chr1	46836258	46836627	+	370	0
ENSG00000117480.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46859937;46860001;46860043;46867763;46867763;46867763;46870686;46870686;46870686;46871044;46871044;46871044;46871260;46871260;46871291;46871395;46871710;46871710;46871916;46871916;46871916;46874131;46874131;46874131;46874131;46874773;46874773;46874773;46874773;46875724;46876070;46876070;46876486;46876486;46876486;46877284;46877284;46877815;46877815;46878747;46878795;46879119;46879119	46860215;46860215;46860215;46867876;46867876;46867876;46870820;46870820;46870820;46871177;46871177;46871177;46871750;46871466;46871461;46871466;46871750;46871750;46872040;46872040;46872040;46874256;46874256;46874256;46874256;46874960;46874870;46874870;46874870;46876169;46876169;46876169;46876526;46876526;46876526;46877323;46877323;46877923;46877923;46878892;46878892;46879520;46879517	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2776	0
ENSG00000232022.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46897801;46898162;46898696;46899410;46899499;46900879;46901579;46901584;46901605;46901796;46901796;46901817;46903052;46903937;46904339;46905195;46906334;46906338;46906338;46906766;46906766;46906769;46908564;46908572;46910871;46910888	46897914;46898282;46898771;46899623;46899619;46900920;46901708;46901708;46901708;46902125;46901920;46901920;46903163;46904018;46904354;46905249;46906373;46906377;46906377;46906874;46906874;46906874;46908709;46908692;46911193;46910993	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1914	0
ENSG00000224863.1	chr1;chr1;chr1	46912345;46913124;46915159	46912817;46913561;46915376	-;-;-	1129	0
ENSG00000225667.1	chr1;chr1	46921495;46947882	46921582;46948147	+;+	354	0
ENSG00000197587.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46972668;46972669;46976133;46976148;46976607;46976607;46977715;46977715	46972836;46972836;46976326;46976326;46976955;46976955;46979898;46979884	+;+;+;+;+;+;+;+	2896	0
ENSG00000269956.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47004368;47006602;47009366;47023897;47025342;47029184;47033878;47034154	47004466;47006681;47009440;47024014;47025483;47029248;47033969;47035927	+;+;+;+;+;+;+;+	2445	0
ENSG00000162456.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47011316;47013021;47013052;47013100;47014865;47014865;47014865;47014865;47015379;47015606;47015606;47016737;47016737	47013481;47013481;47013481;47013481;47014939;47014939;47014939;47014939;47015405;47015674;47015684;47017199;47016887	-;-;-;-;-;-;-;-;-;-;-;-;-	2810	0
ENSG00000079277.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47023090;47023090;47023091;47023091;47023091;47023905;47024065;47024371;47024428;47025906;47025906;47025906;47025906;47027149;47027150;47027150;47027150;47027150;47027150;47027150;47027150;47027150;47027154;47027244;47028321;47028321;47028321;47028321;47028321;47028321;47028321;47028321;47028321;47028321;47028321;47028321;47028371;47028421;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47030713;47033910;47033989;47034115;47034115;47034115;47034115;47034115;47034115;47034115;47034115;47034115;47034115;47034128;47037089;47037735;47037735;47037735;47037735;47037735;47037735;47037735;47037735;47037735;47037735;47037735;47037781;47037830;47039406;47040147;47040498;47040619;47040619;47040619;47040619;47040619;47040619;47040619;47040619;47040619;47041940;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042247;47042256;47042261;47046106;47046112;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046202;47046268;47048486;47048486;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47048900;47050176;47050219;47051168;47051546;47051546;47051546;47051546;47051546;47051546;47051546;47051546;47051906;47059195;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47059785;47060540;47069837;47069857;47069857;47069857;47069857;47069857;47069857;47069857;47069899;47069899;47069899;47082383;47082383	47024472;47024472;47024472;47024472;47024472;47024472;47024472;47024472;47024472;47025949;47025949;47025949;47025949;47027314;47027314;47027314;47027314;47027314;47027314;47027314;47027314;47027314;47027345;47027314;47028515;47028515;47028707;47028515;47028515;47028515;47028515;47028515;47028515;47028515;47028515;47028515;47028515;47028515;47030808;47030808;47030808;47031098;47030808;47030808;47030808;47030735;47030808;47030808;47030808;47030808;47030808;47034109;47034134;47034170;47034170;47034170;47034170;47034170;47034170;47034170;47034170;47034170;47034170;47034170;47037211;47037839;47037839;47037839;47037972;47037839;47037839;47037839;47037839;47037839;47037839;47037839;47037839;47037839;47042326;47040692;47040692;47040692;47040692;47040692;47040692;47040692;47040692;47040692;47040692;47040692;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47042326;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47046299;47048577;47048595;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47049001;47050475;47050475;47051232;47051646;47051941;47051646;47051607;47051646;47051646;47051643;47051643;47051931;47059524;47059952;47059952;47059952;47059952;47059933;47059952;47059952;47059952;47059903;47059878;47059952;47059952;47059952;47059952;47059952;47059952;47059952;47059952;47060731;47069927;47069942;47069918;47069896;47069940;47069966;47069909;47069886;47069966;47069951;47069927;47082515;47082515	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8060	0
ENSG00000142961.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47073387;47073391;47073397;47075674;47075674;47075674;47075674;47078576;47078576;47078576;47078576;47080643;47082383;47082383	47075356;47075356;47075356;47075876;47075876;47075876;47075876;47079043;47082137;47079043;47079043;47080805;47082556;47082563	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5916	0
ENSG00000123472.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47098409;47098413;47098413;47099350;47100751;47100998;47100998;47101095;47101306;47101380;47101569;47108866;47108866;47108866;47108866;47108866;47108866;47108866;47110833;47110833;47110833;47110833;47110833;47110833;47110833;47118093;47118253;47118253;47118253;47118253;47118253;47118253;47118253;47118253;47118253;47118276;47119489;47119489;47119489;47119489;47119489;47119489;47119489;47119489;47119489;47119489;47123799;47123799;47123799;47123799;47123799;47123799;47123799;47123799;47123799;47123799;47123799;47124359;47124359;47124359;47124359;47124359;47124359;47124359;47124359;47124359;47124359;47124359;47124376;47129505;47129505;47129505;47129505;47130214;47130928;47130928;47130928;47130928;47130928;47130928;47130928;47130928;47130928;47130928;47130928;47131319;47131319;47131319;47133729;47133729;47133729;47133729;47133729;47133729;47133729;47139226	47101642;47101642;47101642;47099500;47101642;47101642;47101642;47101642;47101642;47101642;47101642;47108973;47108973;47108973;47108973;47108973;47108973;47108973;47110928;47110928;47110928;47110928;47110928;47110928;47110928;47118300;47118300;47118300;47118300;47118300;47118300;47118300;47118300;47118300;47118300;47118300;47119539;47119539;47119539;47119539;47119539;47119539;47119539;47119539;47119539;47119539;47123861;47123861;47123861;47123861;47123861;47123861;47123861;47123861;47123861;47123861;47123861;47124409;47124409;47124409;47124399;47124409;47124409;47124409;47124409;47124409;47124409;47124409;47124409;47129595;47129595;47129595;47129595;47131036;47131036;47131036;47131036;47131036;47131036;47131036;47131036;47131044;47131036;47131036;47131036;47131527;47131527;47131527;47133774;47133781;47133851;47134099;47134099;47134099;47134126;47139539	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5654	0
ENSG00000159658.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47124366;47130928;47140831;47143935;47143962;47144079;47148894;47148972;47148972;47148972;47148972;47148972;47149844;47150163;47150163;47150163;47150163;47150163;47150163;47150755;47152456;47152456;47152456;47152456;47152456;47152456;47154025;47154025;47155259;47155259;47155259;47155259;47155259;47157499;47157499;47157499;47162223;47162223;47162223;47173578;47173578;47181967;47181967;47183575;47183575	47124409;47131036;47144308;47144308;47144308;47144308;47149097;47149097;47149097;47149097;47149097;47149097;47150274;47150274;47150236;47150274;47150274;47150274;47150274;47150816;47152542;47152542;47152542;47152601;47152542;47152542;47154216;47154216;47155363;47155308;47155363;47155363;47155363;47157609;47157609;47157609;47162268;47162321;47162321;47173723;47173723;47182115;47182115;47184736;47184824	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6526	0
ENSG00000233647.2	chr1	47131582	47132047	-	466	0
ENSG00000186118.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47134527;47137445;47137500;47137531;47137550;47138545;47138545;47138545;47138624;47138696	47135150;47137643;47137643;47137643;47137643;47139266;47139249;47138923;47139166;47139148	+;+;+;+;+;+;+;+;+;+	1545	0
ENSG00000228237.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1	47139708;47139800;47147853;47152345;47152345;47157546;47157546	47139891;47139891;47147936;47152435;47152435;47157769;47157770	+;+;+;+;+;+;+	584	0
ENSG00000236476.2	chr1	47208001	47208805	+	805	0
ENSG00000142973.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47223510;47223550;47230650;47230650;47231357;47231357;47233197;47233197;47237704;47256076;47264670;47264718;47264718;47264723;47264736;47264754;47272479;47276480;47276480;47276480;47276480;47276480;47276480;47276480;47276745;47276775;47276812;47276812;47276812;47276812;47277849;47278168;47278168;47278168;47278168;47278168;47278168;47278168;47278168;47278168;47279154;47279154;47279154;47279154;47279154;47279154;47279154;47279154;47279154;47279581;47279581;47279581;47279581;47279584;47279584;47279584;47279584;47279654;47279881;47279881;47279881;47279881;47279881;47279881;47279881;47279881;47280746;47280746;47280746;47280746;47280746;47280746;47280746;47280746;47280746;47282720;47282720;47282720;47282720;47282720;47282720;47282720;47282720;47282720;47283637;47283637;47283637;47283637;47283637;47283637;47283803;47283803;47283803;47283803;47283803;47283803;47284303;47284303;47284303;47284303;47284303;47284303;47284303	47223604;47223604;47230773;47230773;47231515;47231515;47233316;47233316;47237743;47256171;47264933;47264933;47264933;47264933;47264933;47264933;47272519;47276621;47276621;47276621;47276621;47276621;47276621;47276522;47276856;47276856;47276856;47276856;47276856;47276856;47278020;47278295;47278295;47278295;47278295;47278295;47278295;47278295;47278295;47278295;47279278;47279278;47279278;47279278;47279278;47279278;47279278;47279278;47279278;47279735;47279660;47279735;47279735;47279735;47279735;47279735;47279735;47279735;47279987;47279987;47279987;47279987;47279987;47279987;47279987;47279987;47280936;47280936;47280936;47280936;47281083;47280936;47280936;47280936;47280936;47282853;47283029;47282853;47282853;47282853;47282853;47282853;47282853;47282853;47283701;47283701;47283701;47283701;47283701;47283701;47283885;47283885;47283885;47283885;47283885;47283885;47284687;47284514;47284486;47285021;47285085;47285021;47284342	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3459	0
ENSG00000154198.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47308767;47308850;47310204;47310204;47311336;47311336;47325326;47325326;47333619;47333619;47338916;47338916;47348610;47348610;47348844;47348844;47351128;47351128;47352923;47352923;47364515;47364515;47365930;47365930	47308850;47309012;47310286;47310286;47311400;47311400;47325459;47325459;47333809;47333809;47339019;47339019;47348764;47348764;47348968;47348968;47351255;47351255;47352967;47352967;47364656;47364656;47366106;47366109	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1598	0
ENSG00000238145.2	chr1	47357311	47358502	+	1192	0
ENSG00000187048.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47394849;47394849;47394852;47395309;47395713;47395720;47395720;47397178;47398103;47398433;47398433;47398433;47398433;47398433;47398433;47398655;47398655;47398655;47398655;47398655;47399587;47399618;47399618;47399618;47399618;47399618;47399618;47399618;47399625;47399848;47399848;47399848;47399848;47399848;47399848;47400125;47400125;47400125;47400125;47400125;47400125;47400125;47400125;47400671;47400672;47400672;47400672;47401195;47401195;47401195;47401195;47401195;47401195;47401195;47401195;47401222;47402336;47402336;47402336;47402336;47402336;47402336;47402336;47402336;47402336;47402974;47402974;47402974;47402974;47402974;47402974;47402974;47402974;47402974;47403668;47403668;47403668;47403668;47403668;47403668;47403668;47403668;47403668;47406911;47406911;47406911;47406911;47406911;47406911;47406911;47406911;47406911	47395982;47395982;47394951;47395982;47395982;47395982;47395982;47398509;47398509;47398509;47398509;47398509;47398509;47398509;47398509;47398719;47398719;47398719;47398719;47398719;47399751;47399751;47399751;47399677;47399803;47399751;47399751;47399751;47399735;47399918;47400038;47400038;47400038;47400038;47400038;47400231;47400231;47400231;47400231;47400231;47400233;47400231;47400231;47400826;47400826;47400730;47400826;47401319;47401319;47401319;47401319;47401319;47401319;47401319;47401319;47401319;47402463;47402463;47402463;47402463;47402463;47402463;47402463;47402463;47402463;47403018;47403018;47403018;47403018;47403018;47403018;47403018;47403018;47403018;47403809;47403809;47403809;47403809;47403809;47403809;47403809;47403809;47403809;47407097;47407136;47407148;47407156;47407156;47407136;47407128;47407156;47407137	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3890	0
